respondent.commune,business_name,place_id,fr_categories,business_address,treatment_arm
03001,La Casbah Restaurant,ChIJLVps9QbN9kcRtyTZzePGo3I,"Restaurant, Restaurant Marocain","46 Av. Des Célestins, Vichy",1
03001,Mundo Food,ChIJYc3XIh7N9kcRyIfxEJBDUOQ,Kebab,"6 Pl. De La Victoire, Vichy",1
03001,Djerba,ChIJpSXbVQjN9kcRNJiXLFUU_Z0,"Restaurant Tunisien, Kebab","8 Rue Maréchal Foch, Vichy",1
03001,Wagyu Vichy,ChIJxRZYyDbN9kcRBtNyLLaIcf8,"Restaurant, Bar, Restaurant Halal, Restaurant De Plats De Viande","107 Av. Des Célestins, Vichy",1
03001,Best Grill,ChIJF-IsXATN9kcRVwfLY6DJGY8,"Kebab, Gril, Restaurant De Restauration Rapide","2 Pl. De La Gare, Vichy",1
03001,Restaurant Fa Bio Li,ChIJ5TFQYxbN9kcR5cZG3TvZGJ4,"Restaurant Français, Restaurant Chophouse, Restaurant Familial, Restaurant De Poissons, Restaurant Bio, Restaurant, Bar À Vin","44 Av. De La Croix Saint-Martin, Vichy",0
03001,Les Berges De L'aviron,ChIJVb9zLQbN9kcR9uIWGK2EYaU,"Restaurant, Restaurant Français","3 Av. De La Croix Saint-Martin, Vichy",0
03001,La Promenade,ChIJ3dWp_bbN9kcREHa8vXu5pxU,"Restaurant Français, Salon, Restaurant","3 Rte D'hauterive, Abrest",0
03001,Bistrot Des Hurlevents,ChIJ4fNg-3_N9kcRUc_gungio60,Bistro,"Pl. Marcel Guillaumin, Le Vernet",0
03001,Le Cabanon,ChIJ9W38T6bN9kcRIphVGYQ2dWk,"Restaurant, Bar, Restaurant Français, Brasserie","34 Rue Claude Decloitre, Bellerive-sur-Allier",0
03001,Papylee,ChIJ0V9GT6rN9kcRcvI18hJuxps,Sushis À Emporter,"6 Rue Rhin Et Danube Chez E.leclerc, Bellerive-sur-Allier",2
