respondent.commune,business_name,place_id,fr_categories,business_address,treatment_arm
11001,Restaurant L'arganier,ChIJmXEE7eXVsRIR1AJnL-DeUK0,"Restaurant Marocain, Restaurant Méditerranéen","1 Rue Du 11 Novembre, Trèbes",1
11001,Tacos Touch,ChIJ0fju3IorrhIRjn9gn4qBPfo,"Restaurant De Tacos, Restaurant De Restauration Rapide","292 Av. Du Général Leclerc, Carcassonne",1
11001,Le Bosfore,ChIJqVgdVW0srhIR2cf24mDDFag,"Restaurant De Restauration Rapide, Restaurant Halal, Kebab","138 Av. Du Général Leclerc, Carcassonne",1
11001,Tacos'n Pizza,ChIJOTdu5hQsrhIRP0gBGEgYwoo,"Restaurant De Restauration Rapide, Restaurant De Pizzas, Restaurant De Tacos","38 Av. Du Général Leclerc, Carcassonne",1
11001,L'oasis Kebab -Tacos- Burger,ChIJt-vqpTAsrhIRdMS7edUfWAA,"Restaurant De Restauration Rapide, Livraison De Repas","22 Rue De La République, Carcassonne",1
11001,Domaine St Jean De Thibaude,ChIJyT-TFU_RsRIRZWI_XjGKAQs,"Lieu De L'événement, Société De Gestion D'événements, Restaurant Français","158 À La Thibaude 156, Aigues-Vives",0
11001,Auberge Ô Fil De L'ô,ChIJqXU2TRUqrhIRg0biuhxqRMo,"Restaurant, Restaurant Français, Auberge, Hôtel","69 Av. Du Languedoc, Marseillette",0
11001,L'idiot Du Village - Capendu,ChIJAUrKNZzTsRIRXkQMeIFdpwk,Restaurant Français,"39 Av. Du Languedoc, Capendu",0
11001,Restaurant And Bar,ChIJEalefwDTsRIR0Hjs7c42uDw,Restaurant Français,"3 D2113, Douzens",0
11001,Bistro Resto A La Folie,ChIJ_6HDfg_RsRIRzWh6459yBHQ,Bistro,"113 Av. Georges Clemenceau, Rieux-Minervois",0
11001,Aurélie Sushi,ChIJVyUj9RbRsRIR8SwELIpEVoU,Sushis À Emporter,"13 Rue Des Cyprès, Peyriac-Minervois",2
11001,3b Sushi,ChIJi1qcpwErrhIRhZm7pwy5WjA,Sushis À Emporter,"9 Av. Pasteur, Trèbes",2
11001,Curry&Cie,ChIJhxFy-grPsRIRw2Qk9EmMu9w,Restaurant Indien,"7 Rue De La Poste, Azille",2
