respondent.commune,business_name,place_id,fr_categories,business_address,treatment_arm
51001,Restaurant Istanbul Kebab-Grillades,ChIJnQHtpZXz60cR_1Qt3XP9cR4,Restaurant Turc,"10 Rue Du Pont, Vitry-le-François",1
51001,Pamukkale,ChIJQbYzFpbz60cRbP9LcJs531I,"Restaurant Turc, Kebab","30 Gd Rue De Vaux, Vitry-le-François",1
51001,Le 832 Food,ChIJ_XartksbyRIRnlb_E8WUjhw,"Restaurant Halal, Restaurant De Hamburgers, Restaurant De Pizzas, Sandwicherie","26 Gd Rue De Vaux, Vitry-le-François",1
51001,Tacos Kebab 51,ChIJv7Brpd7z60cRWC9-o5rjVuc,Restaurant,"10 Pl. De La Halle, Vitry-le-François",1
51001,Delice Kebab,ChIJwWaxcZbz60cRRJ3qgMeRuKc,Restaurant De Restauration Rapide,"14 Rue Des Rotisseurs, Vitry-le-François",1
51001,Caby Patrick,ChIJ6ecFVgbv60cRv8kQxfKHQkE,Restaurant Français,"1 Rue Du Colonel Caillot, La Chaussée-sur-Marne",0
51001,Restaurant Les Tilleuls,ChIJKVynrpnl60cRnbfec3ojW0U,"Restaurant, Restaurant Français","3 Av. De La Gare, Vitry-la-Ville",0
51001,Café De La Marine,ChIJ10iA_CXy60cR_0psZedICLE,"Restaurant, Restaurant Français","36 Rue De Champagne, Couvrot",0
51001,Le Relais De Maison Blanche,ChIJQSr502Px60cRX3cLdFneyDY,"Restaurant, Restaurant Français","8 Rue De Paris, Blacy",0
51001,Le Grill Du Hamois,ChIJB5Bvck7z60cRDDRB3Wg1g_8,Restaurant Barbecue,"14a Rue Abraham De Moivre, Vitry-le-François",0
51001,Asian Wok Restaurant,ChIJd6zNkrzz60cRxpqT6lj7bLI,"Restaurant Asiatique, Restaurant Chinois, Restaurant, Restaurant De Sushis","56-58 Fbg De Châlons, Vitry-le-François",2
51001,La Cave À Naan,ChIJR_0pFJbz60cRZTe7N-VVxy8,"Restaurant Indien, Restaurant","24 Gd Rue De Vaux, Vitry-le-François",2
51001,Royal Buffet,ChIJiWo0kLTg60cRFFQIEx9sMCw,"Restaurant Asiatique, Restaurant Chinois, Restaurant Japonais, Restaurant De Sushis","12 Rue Blaise Pascal, Châlons-en-Champagne",2
51001,Sushi Daily Chalons En Champagne,ChIJU-bkYBDh60cRYVSIfSuRKu4,"Sushis À Emporter, Kiosque","Centre Commercial Croix Dampierre, Centre Commercial La, Châlons-en-Champagne",2
51001,Dragon D'or Wok51,ChIJOfXlNLDg60cRHkBJY2Lrqyg,"Restaurant, Restaurant Asiatique, Restaurant Buffet, Restaurant Japonais, Restaurant Mandarin, Restaurant De Pizzas, Magasin De Salades, Steak House, Restaurant De Sushis, Restaurant De Wok","11 Av. Marc Hamet, Saint-Memmie",2
51002,Dilber Kebab Production,ChIJyyu-yHAV6UcR-lwudN_4nw4,"Fabricant De Produits Alimentaires, Kebab, Grossiste","3 Rue Des Pressoirs, Mardeuil",1
51002,Mega Kebab,ChIJ2_rz3Tdr6UcRTRU_Kx4FMug,"Kebab, Restaurant De Restauration Rapide","5 Pl. De La Méditerranée, Épernay",1
51002,"Restaurant Meliss Grill - Fast Food, Pizza, Kebab, Tacos À Epernay",ChIJw8J-tzRr6UcR0KdgYpJ3UIU,"Restaurant, Restaurant De Restauration Rapide, Restaurant Halal, Restaurant De Hamburgers, Kebab, Restaurant Libanais","35 Rue Général Leclerc, Épernay",1
51002,Restaurant Royal Grill,ChIJP5lwhNZr6UcRhyi4oOIucHQ,"Restaurant Halal, Restaurant De Kebab Doner, Restaurant De Tacos","11 Av. Ernest Valle, Épernay",1
51002,Amazigh Restaurant Oriental,ChIJ3WlmsMpr6UcRxmZUZBQmKaA,Restaurant Marocain,"38 Rue Henry Dunant, Épernay",1
51002,Sucre Et Sel,ChIJO4RD3gYV6UcRDeaR1SRPA_E,"Crêperie, Bar, Restaurant Français, Restaurant À Emporter","14 Rue Roger Thomas, Vinay",0
51002,Domaine La Grange Le Comte,ChIJ1aRQ2lYV6UcRitjgc2VSlJY,"Restaurant, Chambres D'hôtes, Restaurant Familial, Restaurant Haut De Gamme Français, Hôtel, Vignoble","La Grange Le Comté, Brugny-Vaudancourt",0
51002,Auberge Champenoise,ChIJMzacC-AU6UcRZU26gUDPsCE,"Hôtel, Bar, Auberge, Restaurant, Brasserie","68 Rue Des Prieurés, Moussy",0
