respondent.commune,business_name,place_id,fr_categories,business_address,treatment_arm
Les Ableuvenettes,Dom Pizzas / Kebab,ChIJnW0QpxARk0cRWTOaIMTN3FE,Restaurant,"8 All. Des Marronniers, Lerrain",1
Les Ableuvenettes,Snack Ephes,ChIJm5wc-sxrk0cRcfkJTPBfCQY,Restaurant Turc,"33 Rue Du Général Leclerc, Mirecourt",1
Les Ableuvenettes,Snack 51,ChIJPdmCPM1rk0cRq8e24yIe9yg,"Restaurant De Restauration Rapide, Restaurant De Hamburgers, Kebab","9 Rue Germini, Mirecourt",1
Les Ableuvenettes,Eurl Yaman,ChIJMYwQsx8Xk0cRCDHriWObs7E,"Restaurant, Magasin De Bière, Restaurant Halal, Glacier, Kebab, Pâtisserie, Sandwicherie, Restaurant Turc, Bar À Vin","31 Rue De La République, Darney",1
Les Ableuvenettes,Delices De Darney,ChIJg5lSqSgXk0cRccI3f7LMKSo,"Kebab, Restaurant De Restauration Rapide","21 Rue De La République, Darney",1
Les Ableuvenettes,La Crémaillère,ChIJzTD72o0Uk0cRb_U7aipEcsE,"Restaurant Français, Bar","10 Pl. Marcel Gérard, Bainville-aux-Saules",0
Les Ableuvenettes,Restaurant Le Lypocan,ChIJ6QPhvU0Rk0cRoNak1NRTs5o,"Restaurant, Restaurant Français","2 Rue Du Grand Pont, Lerrain",0
Les Ableuvenettes,Le Paradis,ChIJpxjc87ARk0cRjbMS_LgbPAY,"Restaurant, Bar, Restaurant Français","2 Rue Grande Rue, Escles",0
Les Ableuvenettes,Maison Grandclaude,ChIJE7G1YSMNk0cRQNh3xvK5zOY,Restaurant Haut De Gamme Français,"37 Rue D'epinal, Chaumousey",0
Les Ableuvenettes,Le Moulin De Battembroise,ChIJK0dXg64Pk0cRPDqg5G0TJ5g,"Restaurant Français, Traiteur","51 Rue Grande Rue, Charmois-l'Orgueilleux",0
Les Ableuvenettes,Lamasushi,ChIJS9h1PAETk0cRLpnpfOlP7ZI,Sushis À Emporter,"144 Av. Lieutenant Guigon, Dompaire",NA
Les Ableuvenettes,Le Mandarin,ChIJ876iI8xrk0cRlxVu77bV66M,"Restaurant Chinois, Restaurant Chinois De Livraison","2 Quai Le Breuil, Mirecourt",NA
Les Ableuvenettes,Xin Long Restaurant,ChIJi77CoPx0k0cRdrxqgdAJKrQ,"Restaurant Chinois, Bar","1 Rue D'oncourt, Thaon-les-Vosges",NA
Les Ableuvenettes,Hao Wei,ChIJremnQwg5k0cRNE82YNvssnk,Restaurant Chinois,"81 Rue Saint-Martin, Vittel",NA
Les Ableuvenettes,Wok Epinal,ChIJ91ZYVE11k0cRAqDZR1j0uXs,"Restaurant Mandarin, Restaurant Buffet","Rue Du Pré Droue, Chavelot",NA
Ahéville,Snack Ephes,ChIJm5wc-sxrk0cRcfkJTPBfCQY,Restaurant Turc,"33 Rue Du Général Leclerc, Mirecourt",1
Ahéville,Snack 51,ChIJPdmCPM1rk0cRq8e24yIe9yg,"Restaurant De Restauration Rapide, Restaurant De Hamburgers, Kebab","9 Rue Germini, Mirecourt",1
Ahéville,Kebab Charmes,ChIJs9bsevZxk0cRbi8Aq_0qL6w,Restaurant De Restauration Rapide,"15 Rue Maurice Barres, Charmes",1
Ahéville,Snack 66-3,ChIJKUuoYqZ2k0cRlAjFRlfvsoo,"Restaurant De Restauration Rapide, Kebab, Restaurant De Pizzas","10 Rue Gén De Gaulle, Nomexy",1
Ahéville,Dom Pizzas / Kebab,ChIJnW0QpxARk0cRWTOaIMTN3FE,Restaurant,"8 All. Des Marronniers, Lerrain",1
Ahéville,Restaurant L'abondance / Bar Le Violon Dingue,ChIJK7TmC8xrk0cRHUkRiwB4yLs,"Restaurant, Bar, Café, Restaurant Français","7 Rue Saint-Georges, Mirecourt",0
Ahéville,Boucherie Charcuterie Traiteur Gerardin,ChIJ-bk18bdrk0cR1FoyKLmUGFI,"Boucherie, Restaurant Français, Bar À Vin","18 Rue Chanzy, Mirecourt",0
Ahéville,Rapid Bar,ChIJIYKJh8xrk0cRa3ennxeTeZY,"Bar, Crêperie, Restaurant De Restauration Rapide","2 Rue Chanzy, Mirecourt",0
Ahéville,Bar Le Commerce,ChIJfWdf98xrk0cR9Sjc1ct4o0g,"Bar, Bar Et Grill","17 Rue Du Général Leclerc, Mirecourt",0
Ahéville,Le Chaudron,ChIJLX8mr81rk0cRuvVdeK9SqH4,"Restaurant, Restaurant Français","9 Av. Gambetta, Mirecourt",0
Ahéville,Le Mandarin,ChIJ876iI8xrk0cRlxVu77bV66M,"Restaurant Chinois, Restaurant Chinois De Livraison","2 Quai Le Breuil, Mirecourt",NA
